doc_name,stream,group,is_active,is_expired,is_rfc,is_replaced,is_withdrawn_submitter,is_withdrawn_ietf,rfc_num,revisions
name,became_rfc,expired,replaced,revisions
draft-ietf-ipcdn-tri-mib,False,True,False,1
draft-ietf-pppext-sonet-as,False,True,False,0
draft-ietf-madman-netsm-mib,True,False,False,6
draft-ietf-diffserv-phb-mgmt,False,True,False,0
draft-ietf-ipsec-gkmframework,False,True,False,3
draft-ietf-pim-v2-dm,False,True,False,3
draft-ietf-pppext-ether,False,True,False,0
draft-ietf-idmr-dvmrp-v1-as,False,True,False,0
draft-ietf-hubmib-etherif-mib-v2,True,False,False,4
draft-ietf-snmpv3-arch,True,False,False,5
draft-ietf-ipp-ipp-scheme,False,True,False,1
draft-ietf-entmib-v2,True,False,False,6
draft-ietf-drums-abnf-v2,False,True,False,1
draft-ietf-dnssec-update2,False,True,False,0
draft-ietf-urlreg-alternatives,False,True,False,0
draft-ietf-iptel-cpl-requirements,False,True,False,0
draft-ietf-tcpimpl-cong-control,True,False,False,5
draft-ietf-dnssec-secfail,False,True,False,0
draft-ietf-pppext-l2tp-atm,False,True,False,2
draft-ietf-ipfc-interconnect-mib,False,True,False,0
draft-ietf-ipngwg-jumbo,False,True,False,0
draft-ietf-mpls-ldp,True,False,False,11
draft-ietf-nat-arch-implications,False,True,False,0
draft-ietf-snmpv3-appl-v2,True,False,False,3
draft-ietf-pint-profile,False,True,False,4
draft-ietf-pim-ipv6,False,True,False,4
draft-ietf-mpls-ldp-mib,True,False,False,14
draft-ietf-webdav-acl-reqts,False,True,False,0
draft-ietf-pppext-l2tp-atmext,False,True,False,1
draft-ietf-rps-dbsec-pgp-authent,True,False,False,2
draft-ietf-fax-t30-capabilities,False,True,False,0
draft-ietf-avt-redundancy-revised,False,True,False,0
draft-ietf-sigtran-sctp,True,False,False,13
draft-ietf-webdav-versioning,False,True,False,2
draft-ietf-nat-protocol-complications,True,False,False,5
draft-ietf-malloc-mdhcp,False,True,False,1
draft-ietf-bmwg-mswitch,True,False,False,4
draft-ietf-behave-ipfix-nat-logging,True,False,False,13
draft-ietf-snmpv3-coex,True,False,False,7
draft-ietf-dhc-dhcpv4-over-dhcpv6,True,False,False,9
draft-ietf-diffserv-phb-ef,True,False,False,2
draft-ietf-cat-gssv2-javabind,True,False,False,4
draft-ietf-mmusic-mbus-transport,True,False,False,6
draft-ietf-ipngwg-resv-anycast,True,False,False,2
draft-ietf-cat-acc-cntrl-frmw,False,True,False,5
draft-ietf-avt-rtpsample,True,False,False,6
draft-ietf-cat-gaa-cbind,False,True,False,5
draft-ietf-rap-cops-ds,False,True,False,1
draft-ietf-snmpv3-mpc,True,False,False,5
draft-ietf-ipcdn-igmp-proxy-mib,False,True,False,0
draft-ietf-ipcdn-qos-mib,True,False,False,12
draft-ietf-cat-krb5gss-mech2,False,True,False,3
draft-ietf-dhc-options-uap,True,False,False,2
draft-ietf-avt-mux-rtp,False,True,False,0
draft-ietf-dnsext-edns1,False,True,False,3
draft-ietf-dnsind-edns0,True,False,False,2
draft-ietf-dnsind-rfc2052bis,True,False,False,5
draft-ietf-tn3270e-extensions,False,True,False,4
draft-ietf-usefor-msg-id-alt,False,True,False,0
draft-ietf-mhtml-related-v2,False,True,False,1
draft-ietf-ipsec-pki-req,False,True,False,5
draft-ietf-nfsv4-requirements,False,True,False,3
draft-ietf-mpls-atm,True,False,False,4
draft-ietf-rtfm-applicability-statement,True,False,False,4
draft-ietf-fax-mime-fullmode,False,True,False,1
draft-ietf-mospf-mospf,False,True,False,1
draft-ietf-pppext-mschapv1-keys,False,True,False,0
draft-ietf-trade-iotp-v1.0-protocol,True,False,False,7
draft-ietf-tls-ac509prof,False,True,False,0
draft-ietf-pkix-time-stamp,True,False,False,15
draft-ietf-pkix-dcs,True,False,False,7
draft-ietf-ipngwg-scoped-routing,False,True,False,3
draft-ietf-calsch-icalfpi,False,True,False,1
draft-ietf-dhc-ipv4-autoconfig,False,True,False,5
draft-ietf-ipsec-mib,False,True,False,3
draft-ietf-ipsec-icmp-handle-v4,False,True,False,0
draft-ietf-ipsec-icmp-options,False,True,False,0
draft-ietf-conneg-feature-syntax,True,False,False,4
draft-ietf-fax-feature-schema,True,False,False,5
draft-ietf-grow-simple-leak-attack-bgpsec-no-help,False,True,False,4
draft-ietf-fax-feature-T30-mapping,True,False,False,3
draft-ietf-pkix-roadmap,False,True,False,9
draft-ietf-rps-dist,True,False,False,6
draft-ietf-poisson-pso-bl,False,True,False,2
draft-ietf-avt-muxissues,False,True,False,0
draft-ietf-tn3270e-ohio,False,True,False,1
draft-ietf-manet-cedar-spec,False,True,False,0
draft-ietf-pppext-mschap-v2,True,False,False,4
draft-ietf-pppext-mschapv2-keys,False,True,False,2
draft-ietf-ion-scsp-atmarp-mib,False,True,False,0
draft-ietf-webdav-dublin-core,False,True,False,1
draft-ietf-ipsec-vpn-policy-schema,False,True,False,0
draft-ietf-ipsec-secconf,False,True,False,0
draft-ietf-dnssec-rollover,False,True,False,0
draft-ietf-radius-ms-vsa,True,False,False,1
draft-ietf-ipsec-spsl,False,True,False,1
draft-ietf-rap-cops-rsvp,True,False,False,5
draft-ietf-conneg-W3C-ccpp,False,True,False,2
draft-ietf-ipv6-ipaddressassign,True,False,False,5
draft-ietf-uswg-fyi4-bis,True,False,False,1
draft-ietf-ion-multiprotocol-atm,True,False,False,4
draft-ietf-isis-wg-mib,True,False,False,26
draft-ietf-mpls-ldp-state,True,False,False,4
draft-ietf-manet-appl,False,True,False,0
draft-ietf-dhc-useraddr,False,True,False,0
draft-ietf-mboned-sadp,False,True,False,2
draft-ietf-pppext-sdl,True,False,False,5
draft-ietf-trade-iotp-http,True,False,False,7
draft-ietf-nat-api,False,True,False,0
draft-ietf-ipsec-intragkm,False,True,False,3
draft-ietf-tcpimpl-newreno,True,False,False,2
draft-ietf-avt-reedsolomon,False,True,False,0
draft-ietf-poisson-appts,False,True,False,1
draft-ietf-dnssec-simple-update,False,True,False,1
draft-ietf-avt-germ,False,True,False,0
draft-ietf-pim-v2-auth,False,True,False,1
draft-ietf-nat-security,True,False,False,2
draft-ietf-appsawg-rfc5451bis,True,False,False,10
draft-ietf-iptel-pgrp-framework,False,True,False,0
draft-ietf-madman-email-mib,True,False,False,5
draft-ietf-sieve-imapflags,True,False,False,5
draft-ietf-rmonmib-rmonprot-ref,True,False,False,1
draft-ietf-ngtrans-dual-stack-hosts,False,True,False,1
draft-ietf-ngtrans-translator,False,True,False,3
draft-ietf-nat-app-guide,True,False,False,7
draft-ietf-mmusic-sap-v2,True,False,False,6
draft-ietf-ipngwg-iana-tla,True,False,False,3
draft-ietf-pppext-l2tpmsgext,False,True,False,0
draft-ietf-pppext-mppp,False,True,False,1
draft-ietf-avt-interleaving,False,True,False,1
draft-ietf-urn-dns-rds,False,True,False,1
draft-ietf-urn-naptr-rr,True,False,False,4
draft-ietf-tls-http-upgrade,True,False,False,5
draft-ietf-cdni-redirection,True,False,False,20
draft-ietf-jcardcal-jcal,True,False,False,10
draft-ietf-manet-odmrp,False,True,False,4
draft-ietf-mobileip-home-addr-alloc,False,True,False,0
draft-ietf-pppext-aodi,False,True,False,3
draft-ietf-uswg-historic,False,True,False,0
draft-ietf-manet-olsr,True,False,False,11
draft-ietf-mpls-cr-ldp,True,False,False,6
draft-ietf-mmusic-sip-100rel,False,True,False,1
draft-ietf-rps-rpsl-v2,True,False,False,3
draft-ietf-ipp-implementers-guide,True,False,False,1
draft-ietf-mpls-rsvp-lsp-tunnel,True,False,False,9
draft-ietf-mobileip-reg-tunnel,False,True,False,9
draft-ietf-mobileip-challenge,True,False,False,13
draft-ietf-rap-signaled-priority,True,False,False,4
draft-ietf-sigtran-framework-arch,True,False,False,3
draft-ietf-avt-telephone-tones,False,True,False,0
draft-ietf-nat-hnat,False,True,False,0
draft-ietf-ippm-btc-framework,True,False,False,5
draft-ietf-policy-core-schema,True,False,False,16
draft-ietf-policy-framework-pfdl,False,True,False,0
draft-ietf-isis-wg-snp-checksum,True,False,False,2
draft-ietf-isis-wg-255adj,False,True,False,2
draft-ietf-dnsind-apl-rr,False,True,False,3
draft-ietf-rap-rsvp-identity,True,False,False,5
draft-ietf-ippm-rt-delay,True,False,False,1
draft-ietf-isis-dyname,True,False,False,3
draft-ietf-aft-socks-gssapi-revisions,False,True,False,1
draft-ietf-pppext-l2tp-link,False,True,False,0
draft-ietf-ldapext-ldapv3-dupent,False,True,False,8
draft-ietf-udlr-life,False,True,False,3
draft-ietf-udlr-assym-broadcast-links,False,True,False,0
draft-ietf-nat-snmp-alg,True,False,False,5
draft-ietf-mboned-mix,False,True,False,1
draft-ietf-manet-rfc6622-bis,True,False,False,6
draft-ietf-svrloc-rawtcp-printer-scheme,False,True,False,1
draft-ietf-manet-insignia,False,True,False,1
draft-ietf-idr-route-reflect-v2,True,False,False,3
draft-ietf-mmusic-sdp-t38,False,True,False,0
draft-ietf-ngtrans-dti,False,True,False,0
draft-ietf-mospf-prunes,False,True,False,0
draft-ietf-ldapext-families,False,True,False,0
draft-ietf-svrloc-ldap-scheme,False,True,False,2
draft-ietf-svrloc-naming-directory-scheme,False,True,False,1
draft-ietf-svrloc-nis-scheme,False,True,False,0
draft-ietf-svrloc-nisplus-scheme,False,True,False,0
draft-ietf-manet-amris-spec,False,True,False,0
draft-ietf-malloc-madcap,True,False,False,7
draft-ietf-ipsec-sps,False,True,False,0
draft-ietf-tcpimpl-pmtud,True,False,False,4
draft-ietf-isis-hmac,True,False,False,4
draft-ietf-isis-omp,False,True,False,1
draft-ietf-malloc-malloc-mib,True,False,False,8
draft-ietf-trade-hiroshi-dom-hash,True,False,False,3
draft-ietf-ngtrans-6to4,True,False,False,7
draft-ietf-megaco-reqs,True,False,False,9
draft-ietf-isis-wg-over-ip,False,True,False,2
draft-ietf-ipsec-monitor-mib,False,True,False,6
draft-ietf-hubmib-ether-chipsets,True,False,False,2
draft-ietf-pwe3-mpls-tp-cv-adv,True,False,False,6
draft-ietf-grip-user,False,True,False,2
draft-ietf-isis-traffic,True,False,False,5
draft-ietf-sigtran-mime-isup,False,True,False,0
draft-ietf-pkix-qc,True,False,False,5
draft-ietf-ipsec-doi-tc-mib,False,True,False,7
draft-ietf-mmusic-sip-multipart,False,True,False,0
draft-ietf-pppext-pppoversonet-update,True,False,False,4
draft-ietf-sip-info-method,True,False,False,5
draft-ietf-nat-rsip-framework,True,False,False,5
draft-ietf-pppext-mppe-keys,True,False,False,3
draft-ietf-roamops-cert,False,True,False,1
draft-ietf-mmusic-sip-session-timer,False,True,False,2
draft-ietf-bmwg-fr-term,True,False,False,6
draft-ietf-diffserv-trafcon-format,False,True,False,0
draft-ietf-conneg-content-features,True,False,False,3
draft-ietf-ldup-urp,False,True,False,8
draft-ietf-dnsind-verify,False,True,False,0
draft-ietf-conneg-feature-type,True,False,False,3
draft-ietf-iptel-glp,False,True,False,0
draft-ietf-vrrp-spec-v2,True,False,False,10
draft-ietf-acap-dataset-model,False,True,False,1
draft-ietf-mpls-te-mib,True,False,False,14
draft-ietf-fax-coverpage,False,True,False,3
draft-ietf-nat-rsip-protocol,True,False,False,7
draft-ietf-isis-l1l2,False,True,False,0
draft-ietf-ipp-protocol-v11,True,False,False,6
draft-ietf-ipp-model-v11,True,False,False,7
draft-ietf-conneg-feature-hash,True,False,False,5
draft-ietf-dhc-subnet-option,True,False,False,7
draft-ietf-pim-simplekmp,False,True,False,2
draft-ietf-ldup-replica-req,True,False,False,12
draft-ietf-ipfc-fcmgmt-int-mib,False,True,False,7
draft-ietf-mobileip-mn-nai,True,False,False,6
draft-ietf-roamops-phonebook-xml,True,False,False,5
draft-ietf-avt-rfc3119bis,True,False,False,5
draft-ietf-uswg-fyi1,False,True,False,2
draft-ietf-mobileip-nai-wn,False,True,False,0
draft-ietf-udlr-lltunnel,True,False,False,6
draft-ietf-mobileip-cellular-requirements,False,True,False,2
draft-ietf-dhc-callcontrolserv,False,True,False,0
draft-ietf-ospf-abr-behavior,False,True,False,0
draft-ietf-smime-examples,True,False,False,15
draft-ietf-ion-vpn-id,True,False,False,2
draft-ietf-sigtran-reliable-udp,False,True,False,0
draft-ietf-sigtran-session-mgr,False,True,False,0
draft-ietf-sigtran-signaling-backhaul,False,True,False,0
draft-ietf-malloc-madcap-nest-opt,True,False,False,5
draft-ietf-megaco-msf-reqs,False,True,False,1
draft-ietf-nasreq-criteria,True,False,False,6
draft-ietf-fax-service-v2,True,False,False,5
draft-ietf-isis-domain-wide,True,False,False,3
draft-ietf-iptel-glp-tbgp,False,True,False,1
draft-ietf-wrec-taxonomy,True,False,False,5
draft-ietf-webdav-version-goals,False,True,False,1
draft-ietf-ipngwg-jumbograms,True,False,False,1
draft-ietf-6man-multicast-addr-arch-update,True,False,False,8
draft-ietf-acap-motd-dataset,False,True,False,0
draft-ietf-pkix-dhpop,True,False,False,3
draft-ietf-conneg-feature-sets-at-urls,False,True,False,0
draft-ietf-mobileip-ipm-arch,False,True,False,0
draft-ietf-trade-iotp-v1.0-dsig,True,False,False,5
draft-ietf-idmr-bgp-mcast-attr,False,True,False,0
draft-ietf-dnsind-dddd,False,True,False,1
draft-ietf-nat-rnat,False,True,False,0
draft-ietf-pim-hello-genid,False,True,False,1
draft-ietf-mboned-mcast-apps,True,False,False,2
draft-ietf-ippm-loss-pattern,True,False,False,6
draft-ietf-ldapext-alt-ldap-java-api,False,True,False,0
draft-ietf-mboned-mrm-use,False,True,False,0
draft-ietf-cat-kerb-dh-key-exchange,False,True,False,0
draft-ietf-cat-lipkey,True,False,False,2
draft-ietf-ipsec-policy-framework,False,True,False,0
draft-ietf-secsh-auth-kbdinteract,True,False,False,7
draft-ietf-iptel-cpl,True,False,False,9
draft-ietf-iptel-sip-reg-payload,False,True,False,0
draft-ietf-radius-radius-v2,True,False,False,5
draft-ietf-radius-accounting-v2,True,False,False,4
draft-ietf-sigtran-tcap-perf-req,False,True,False,0
draft-ietf-grip-isp-expectations,True,False,False,6
draft-ietf-bmwg-mcastm,True,False,False,14
draft-ietf-policy-conditions,False,True,False,0
draft-ietf-mmusic-sip-caller,False,True,False,0
draft-ietf-manet-longlived-adhoc-routing,False,True,False,0
draft-ietf-pint-saint,False,True,False,0
draft-ietf-aaa-roamops-auth-req,False,True,False,0
draft-ietf-mpls-diff-ext,True,False,False,9
draft-ietf-cat-sasl-gssapi,False,True,False,5
draft-ietf-mboned-logical-rp,False,True,False,0
draft-ietf-malloc-static-allocation,False,True,False,2
draft-ietf-mobileip-simple,False,True,False,1
draft-ietf-megaco-protocol,True,False,False,8
draft-ietf-smime-small-subgroup,True,False,False,2
draft-ietf-ipngwg-renum-process,False,True,False,0
draft-ietf-nfsv4-designconsider,True,False,False,3
draft-ietf-httpauth-rest-auth,False,True,False,1
draft-ietf-smime-idea,True,False,False,7
draft-ietf-ipngwg-mld-mib,True,False,False,4
draft-ietf-dnsind-keyreferral,False,True,False,0
draft-ietf-ion-nhrp-vpn,True,False,False,3
draft-ietf-ngtrans-broker,True,False,False,5
draft-ietf-smime-cmskea,True,False,False,5
draft-ietf-wrec-res,False,True,False,0
draft-ietf-ipsec-ecn,False,True,False,2
draft-ietf-issll-diffserv-rsvp,True,False,False,5
draft-ietf-fax-tiff-fx,True,False,False,14
draft-ietf-ngtrans-trans-scenes,False,True,False,0
draft-ietf-ipsec-ike-ext-meth,False,True,False,4
draft-ietf-cat-gssv2-javabind-spi,False,True,False,2
draft-ietf-tls-56-bit-ciphersuites,False,True,False,1
draft-ietf-dnsind-simple-secure-update,False,True,False,2
draft-ietf-ipngwg-hbh-ext-csi,False,True,False,2
draft-ietf-ngtrans-introduction-to-ipv6-transition,False,True,False,8
draft-ietf-msdp-mib,False,True,False,8
draft-ietf-dnsop-root-opreq,True,False,False,4
draft-ietf-cat-gssv2-javabind-ifs,False,True,False,1
draft-ietf-impp-model,True,False,False,3
draft-ietf-ngtrans-socks-gateway,True,False,False,6
draft-ietf-ldup-model,False,True,False,9
draft-ietf-fax-minaddr-v2,True,False,False,4
draft-ietf-dnsind-rollover,False,True,False,0
draft-ietf-conneg-feature-syntax-er,True,False,False,0
draft-ietf-rsvp-state-compression,False,True,False,4
draft-ietf-vrrp-lane,False,True,False,2
draft-ietf-ldapext-ldap-java-api-asynch-ext,False,True,False,5
draft-ietf-fax-faxaddr-v2,True,False,False,4
draft-ietf-poisson-listaup,True,False,False,2
draft-ietf-pkix-ac509prof,True,False,False,9
draft-ietf-dnsind-indirect-key,False,True,False,0
draft-ietf-mboned-static-allocation,False,True,False,0
draft-ietf-roamops-fraud-limit,False,True,False,0
draft-ietf-ipsec-policy-schema,False,True,False,0
draft-ietf-poisson-mou-pso,True,False,False,0
draft-ietf-ip1394-ipv6,False,True,False,0
draft-ietf-trade-mime-detector,True,False,False,3
draft-ietf-dnsind-tkey,False,True,False,3
draft-ietf-6man-ug,True,False,False,6
draft-ietf-6man-ext-transmit,True,False,False,5
draft-ietf-mpls-loop-prevention,True,False,False,3
draft-ietf-pkix-bert1,False,True,False,1
draft-ietf-impp-reqts,True,False,False,4
draft-ietf-ipngwg-url-literal,True,False,False,4
draft-ietf-ipsec-ike,False,True,False,1
draft-ietf-cat-sskm,False,True,False,1
draft-ietf-nat-rsip-ipsec,True,False,False,4
draft-ietf-ipsec-skipjack-cbc,False,True,False,0
draft-ietf-ipsec-ike-ecc-groups,False,True,False,10
draft-ietf-pkix-extend-trust-non-repudiation-token,False,True,False,0
draft-ietf-adslmib-adslext,True,False,False,12
draft-ietf-pilc-slow,True,False,False,7
draft-ietf-ldup-infomod,False,True,False,8
draft-ietf-ipsec-isakmp-di-mon-mib,False,True,False,5
draft-ietf-msdp-server,False,True,False,0
draft-ietf-pilc-error,True,False,False,8
draft-ietf-poisson-nomcom-v2,True,False,False,1
draft-ietf-ldapext-namedref,False,True,False,0
draft-ietf-wrec-web-pro,False,True,False,0
draft-ietf-dnsop-keyhand,False,True,False,4
draft-ietf-rap-cops-client-mib,True,False,False,3
draft-ietf-mpls-multicast,True,False,False,8
draft-ietf-malloc-aap,False,True,False,4
draft-ietf-pkix-ldap-v3,False,True,False,5
draft-ietf-nasreq-nasmodel,True,False,False,2
draft-ietf-mpls-lsr-mib,True,False,False,14
draft-ietf-ipsec-notifymsg,False,True,False,4
draft-ietf-rmt-buildingblocks,True,False,False,2
draft-ietf-rmt-design-space,True,False,False,1
draft-ietf-dhc-nsso,True,False,False,5
draft-ietf-mmusic-sdp-qos,False,True,False,0
draft-ietf-ngtrans-harden,True,False,False,4
draft-ietf-aaa-authorization-reqs,False,True,False,1
draft-ietf-krb-wg-krb-dns-locate,False,True,False,3
draft-ietf-mip4-aaa-key,True,False,False,6
draft-ietf-xmldsig-requirements,True,False,False,3
draft-ietf-pint-conf,False,True,False,2
draft-ietf-rsvp-iana,False,True,False,0
draft-ietf-poisson-pso-mou,True,False,False,1
draft-ietf-megaco-msf-followup,False,True,False,0
draft-ietf-ospf-deploy,False,True,False,0
draft-ietf-calsch-ical21,False,True,False,0
draft-ietf-dnssec-externalkeys,False,True,False,1
draft-ietf-agentx-rfc-update,True,False,False,3
draft-ietf-cat-gsseasy,False,True,False,1
draft-ietf-dnsind-sec-rr,False,True,False,0
draft-ietf-issll-is802-sbm-mib,False,True,False,1
draft-ietf-mobileip-radius-challenge,False,True,False,0
draft-ietf-idwg-requirements,True,False,False,10
draft-ietf-pim-refresh,False,True,False,2
draft-ietf-diffserv-model,True,False,False,6
draft-ietf-sigtran-performance-req,False,True,False,1
draft-ietf-pkix-scvp,True,False,False,33
draft-ietf-dhc-option-review-and-namespace,False,True,False,2
draft-ietf-ipngwg-rfc2292bis,True,False,False,8
draft-ietf-megaco-r2package,False,True,False,3
draft-ietf-wrec-wpad,False,True,False,1
draft-ietf-intserv-compress,True,False,False,2
draft-ietf-xmldsig-signature,False,True,False,0
draft-ietf-avt-dv-video,True,False,False,4
draft-ietf-iptel-glp-attribs,False,True,False,0
draft-ietf-svrloc-nrsm-scheme,False,True,False,0
draft-ietf-avt-rtp-interop,False,True,False,8
draft-ietf-rap-pr,True,False,False,5
draft-ietf-avt-rtptest,True,False,False,6
draft-ietf-ipsec-spp,False,True,False,0
draft-ietf-ipngwg-addrconf-privacy,True,False,False,3
draft-ietf-mobileip-hawaii,False,True,False,1
draft-ietf-mobileip-paging-hawaii,False,True,False,1
draft-ietf-policy-terms,False,True,False,0
draft-ietf-ipngwg-icmp-v3,True,False,False,7
draft-ietf-xmldsig-signature-comments,False,True,False,0
draft-ietf-pppext-sdl-pol,False,True,False,0
draft-ietf-dhc-schema,False,True,False,2
draft-ietf-sigtran-itun,False,True,False,0
draft-ietf-mobileip-aaa-req,False,True,False,0
draft-ietf-dnsind-kitchen-sink,False,True,False,2
draft-ietf-pint-protocol,True,False,False,3
draft-ietf-nasreq-ext-radiuspract,True,False,False,3
draft-ietf-avt-tcrtp,True,False,False,8
draft-ietf-avt-rtp-mpeg2aac,False,True,False,2
draft-ietf-sigtran-common-transport,False,True,False,0
draft-ietf-iptel-cpl-framework,True,False,False,1
draft-ietf-gsmp,True,False,False,11
draft-ietf-mobileip-privaddr,False,True,False,0
draft-ietf-avt-tones,True,False,False,6
draft-ietf-mpls-ecn,False,True,False,0
draft-ietf-nfsv4,True,False,False,7
draft-ietf-megaco-ipphone,True,False,False,3
draft-ietf-pilc-pep,True,False,False,7
draft-ietf-smime-password,True,False,False,6
draft-ietf-rps-icann,False,True,False,0
draft-ietf-dasl-protocol,False,True,False,0
draft-ietf-avt-multiplexing-rtp,False,True,False,1
draft-ietf-avt-rtp-mime,True,False,False,6
draft-ietf-avt-rtcp-bw,True,False,False,5
draft-ietf-rmonmib-rmonfull,True,False,False,1
draft-ietf-rmonmib-rmonhc,False,True,False,0
draft-ietf-rmonmib-rmon2hc,False,True,False,1
draft-ietf-ipsec-ike-base-mode,False,True,False,3
draft-ietf-dnsop-shared-root-server,False,True,False,1
draft-ietf-ipfc-mib-framework,False,True,False,3
draft-ietf-ospf-abr-alt,True,False,False,5
draft-ietf-ospf-ospfv3-mib,True,False,False,16
draft-ietf-diffserv-mib,True,False,False,16
draft-ietf-pppext-posvcholo,True,False,False,6
draft-ietf-ldapext-knowledge,False,True,False,0
draft-ietf-mpls-icmp,True,False,False,8
draft-ietf-ospf-ospfv3-stdreport,False,True,False,0
draft-ietf-pppext-mp-qos,False,True,False,0
draft-ietf-ngtrans-bis,True,False,False,0
draft-ietf-ipcdn-igmp-mib,False,True,False,4
draft-ietf-ospf-shortcut-abr,False,True,False,2
draft-ietf-mpls-rsvp-tunnel-applicability,True,False,False,2
draft-ietf-mmusic-sip-isup-mime,False,True,False,0
draft-ietf-issll-dclass,True,False,False,1
draft-ietf-policy-core-info-model,True,False,False,8
draft-ietf-calsch-cap,False,True,False,13
draft-ietf-pkix-cmp-http,False,True,False,0
draft-ietf-svrloc-wpad-template,False,True,False,0
draft-ietf-imapext-sort,True,False,False,20
draft-ietf-saag-aes-ciph,False,True,False,0
draft-ietf-ldup-subentry,False,True,False,8
draft-ietf-rps-iana,True,False,False,2
draft-ietf-ldapext-matchedval,True,False,False,7
draft-ietf-gsmp-msf-response,False,True,False,0
draft-ietf-webdav-binding-protocol,False,True,False,2
draft-ietf-webdav-redirectref-protocol,True,False,False,13
draft-ietf-webdav-ordering-protocol,True,False,False,10
draft-ietf-dnsind-iana-dns,False,True,False,4
draft-ietf-ngtrans-6bone-6papa,False,True,False,2
draft-ietf-ipp-not-spec,True,False,False,12
draft-ietf-ipp-not-change-history,False,True,False,0
draft-ietf-cat-ecdh-spkm,False,True,False,0
draft-ietf-avt-rtp-text,True,False,False,4
draft-ietf-grip-ssh-add,False,True,False,0
draft-ietf-wrec-known-prob,False,True,False,3
draft-ietf-aft-socks-v6-req,False,True,False,0
draft-ietf-smime-cast-128,True,False,False,2
draft-ietf-ldapext-ldap-taxonomy,False,True,False,5
draft-ietf-bmwg-atm-term,True,False,False,0
draft-ietf-pcp-port-set,True,False,False,13
draft-ietf-ldapext-locate,False,True,False,8
draft-ietf-webdav-properties-extension,False,True,False,0
draft-ietf-policy-req,False,True,False,2
draft-ietf-ip1394-ip-over-iso1394,False,True,False,0
draft-ietf-policy-framework,False,True,False,0
draft-ietf-pkix-cmp-tcp,False,True,False,0
draft-ietf-msgtrk-model,True,False,False,7
draft-ietf-ipngwg-multi-isp,False,True,False,0
draft-ietf-issll-nullservice,True,False,False,0
draft-ietf-manet-rdmar,False,True,False,0
draft-ietf-webdav-propfind-space,False,True,False,0
draft-ietf-cat-kerberos-set-passwd,False,True,False,6
draft-ietf-rsvp-refresh-reduct,True,False,False,5
draft-ietf-fax-feature-schema-v2,True,False,False,1
draft-ietf-pppext-secure-ra,False,True,False,0
draft-ietf-sigtran-m2ua,True,False,False,15
draft-ietf-sigtran-iua,True,False,False,10
draft-ietf-pilc-link-design,True,False,False,15
draft-ietf-pppext-bcp,True,False,False,4
draft-ietf-issll-rsvp-aggr,True,False,False,3
draft-ietf-megaco-basicpkg,False,True,False,0
draft-ietf-mpls-ldp-applic,True,False,False,2
draft-ietf-mpls-crldp-applic,True,False,False,1
draft-ietf-diffserv-phbid,True,False,False,0
draft-ietf-pilc-asym,True,False,False,8
draft-ietf-calsch-imp-guide,False,True,False,2
draft-ietf-pim-v2-sm,False,True,False,1
draft-ietf-mobileip-vendor-ext,True,False,False,11
draft-ietf-diffserv-new-terms,True,False,False,8
draft-ietf-avt-pointer,True,False,False,1
draft-ietf-ipp-implementers-guide-v11,True,False,False,2
draft-ietf-pint-mib,True,False,False,5
draft-ietf-sigtran-m3ua,True,False,False,12
draft-ietf-gsmp-mib,True,False,False,7
draft-ietf-pkix-laap,False,True,False,1
draft-ietf-dnsop-hardie-shared-root-server,True,False,False,7
draft-ietf-cat-srpgm,False,True,False,3
draft-ietf-pkix-ocspx,False,True,False,0
draft-ietf-cnrp-goals,True,False,False,1
draft-ietf-dnsind-sig-zero,False,True,False,1
draft-ietf-mboned-glop-addressing,True,False,False,2
draft-ietf-mboned-anycast-rp,True,False,False,8
draft-ietf-ngtrans-dstm,False,True,False,8
draft-ietf-mobileip-rfc2002-bis,True,False,False,8
draft-ietf-mobileip-aaa-reqs,True,False,False,4
draft-ietf-avt-dv-audio,True,False,False,4
draft-ietf-aaa-authz-samp,False,True,False,0
draft-ietf-aaa-authz-arch,False,True,False,0
draft-ietf-xmldsig-core,True,False,False,11
draft-ietf-dhc-client-options,False,True,False,0
draft-ietf-dnsind-sigalgopt,False,True,False,0
draft-ietf-fax-content-negotiation,True,False,False,5
draft-ietf-idwg-data-model,False,True,False,3
draft-ietf-jose-use-cases,True,False,False,6
draft-ietf-sip-session-timer,True,False,False,15
draft-ietf-avt-rtp-mp3,True,False,False,6
draft-ietf-disman-schedule-mib-v2,True,False,False,4
draft-ietf-disman-script-mib-v2,True,False,False,4
draft-ietf-mobileip-3gwireless-ext,False,True,False,6
draft-ietf-nat-interface-framework,False,True,False,3
draft-ietf-deltav-versioning,True,False,False,20
draft-ietf-ipp-not-over-snmp,False,True,False,4
draft-ietf-aaa-na-reqts,True,False,False,7
draft-ietf-dhc-loadb,True,False,False,3
draft-ietf-cat-gss-conv,False,True,False,0
draft-ietf-iptel-trip,True,False,False,9
draft-ietf-dnsop-dnsseccairn,False,True,False,0
draft-ietf-ipsec-ike-monitor-mib,False,True,False,4
draft-ietf-sip-183,False,True,False,0
draft-ietf-dnsind-dhcp-rr,False,True,False,0
draft-ietf-l2tpext-adc,False,True,False,0
draft-ietf-ipp-finishings-fold-trim-bale,False,True,False,0
draft-ietf-ipp-output-bin-attr,False,True,False,0
draft-ietf-ipp-media-engineering,False,True,False,0
draft-ietf-l2tpext-sesinfo,False,True,False,4
